Year,Make,Model,Price,Price Rating,Exterior,Interior,miles,Fuel Type,Transmission,Cylinders,Drive
2023,Volvo,XC90 B5 Plus 7-Passenger AWD,"$44,998",Fair Price,Denim Blue Metallic,Black,18455,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Core AWD,"$32,998",Fair Price,Black Stone,Black,28025,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC90 B5 Plus 7-Passenger AWD,"$44,998",Fair Price,Crystal White Metallic,Black,20333,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme FWD,"$27,327",High Price,Denim Blue Metallic,Charcoal,11425,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme FWD,"$31,998",High Price,Silver Dawn Metallic,Black,14847,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,S60 Core Dark Theme AWD,N/A,N/A,Vapor Grey,Unknown,10000,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC40 B5 Plus Bright Theme AWD,"$25,827",High Price,Crystal White Metallic,White,61366,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",High Price,Gray,Black,17374,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$46,998",High Price,Gray,Black,13800,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Core FWD,"$32,998",High Price,Crystal White Metallic,Black,22832,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC90 B5 Core 7-Passenger AWD,"$42,998",Fair Price,Denim Blue Metallic,Tan,16337,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",High Price,Crystal White Metallic,Black,13663,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Core Dark Theme FWD,N/A,N/A,Unknown,Unknown,12866,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volvo,XC60 Plus Dark Theme,"$42,998",High Price,Denim Blue Metallic,Black,11341,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 Recharge Plus Bright Theme,"$54,998",High Price,Crystal White Metallic,Tan,12915,Plug-In Hybrid,Automatic,,AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",High Price,Onyx Black Metallic,Black,18212,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Bright Theme AWD,"$34,998",High Price,Black Stone,Black,39349,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",High Price,Onyx Black Metallic,Black,13178,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC40 B5 Ultimate Bright Theme AWD,"$35,998",High Price,Silver Dawn Metallic,Gray,15404,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Bright Theme AWD,"$34,998",High Price,Silver Dawn Metallic,Black,34197,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$47,998",High Price,Onyx Black Metallic,Black,17426,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$49,998",High Price,Gray,Black,24377,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Bright Theme AWD,N/A,N/A,Silver Dawn Metallic,Black,62995,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Plus Dark Theme,"$39,998",High Price,Crystal White Metallic,Black,9578,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme FWD,"$36,216",High Price,Silver Dawn Metallic,Charcoal,9731,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,XC40 B5 Plus Dark Theme AWD,"$30,455",High Price,Sage Green Metallic,Charcoal,34138,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Core Dark Theme,"$37,998",High Price,Green,Black,9870,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Core Bright Theme,"$36,998",High Price,Gray,Black,15557,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Dark Theme AWD,"$36,998",High Price,Crystal White Metallic,Black,19842,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Core AWD,"$34,998",Fair Price,Black Stone,Black,24061,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,S60 Plus Dark Theme FWD,"$38,196",High Price,Vapour Gray,Blond,9654,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volvo,C40 Recharge Twin Plus eAWD,"$31,998",High Price,Fjord Blue Metallic,Black,20045,Electric,Automatic,"L - Electric, L - Electric",AWD
2023,Volvo,XC40 B5 Plus Bright Theme AWD,"$33,998",High Price,Fjord Blue Metallic,Black,25112,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC40 Core Bright Theme,"$35,998",High Price,Black,Black,16734,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 Recharge Plus Dark Theme,"$49,998",High Price,Crystal White Metallic,Black,18314,Plug-In Hybrid,Automatic,,AWD
2023,Volvo,XC40 B5 Core AWD,"$32,998",High Price,Gray,Black,18300,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,XC60 B5 Plus Bright Theme AWD,"$40,998",High Price,Denim Blue Metallic,Tan,12737,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volvo,XC90 Plus Bright Theme 7-Passenger,"$45,998",High Price,Onyx Black Metallic,Black,18840,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volvo,C40 Recharge Twin Plus eAWD,"$31,998",High Price,Fjord Blue Metallic,Black,13696,Electric,Automatic,"L - Electric, L - Electric",AWD
2024,Volkswagen,Jetta SE Automatic,"$19,600",Great Price,Unknown,Unknown,31378,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2024,Volkswagen,Tiguan SE R-Line Black FWD,"$28,736",Great Price,Opal White Pearl,Cinnamon,1297,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Jetta GLI Autobahn DSG,"$25,963",Excellent Price,Deep Black Pearl,Titan Black,5602,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Tiguan SE R-Line Black 4MOTION,"$29,920",Excellent Price,Platinum Gray Metallic,Titan Black,2509,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volkswagen,Atlas 3.6L V6 SE with Technology FWD,"$27,448",Great Price,Tourmaline Blue Metallic,Shetland Beige,38751,Gas,Automatic,"36L V-6 Gas V, 3.6L V-6 Gas V",FWD
2023,Volkswagen,ID.4 Pro S AWD,"$26,500",Excellent Price,Deep Black Pearl,Black W/Gray Bolsters,29779,Electric,Automatic,"L - Electric, L - Electric",AWD
2024,Volkswagen,Atlas SE with Technology FWD,"$33,920",Great Price,Platinum Gray Metallic,Titan Black,24762,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$33,520",Great Price,Platinum Gray Metallic,Titan Black,30991,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$32,420",Great Price,Opal White Pearl,Titan Black,34167,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Taos S FWD,"$19,920",Great Price,Dusk Blue Metallic,Gray/Black,9854,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Tiguan SE R-Line Black FWD,"$27,150",Great Price,Opal White Pearl,Titan Black,13092,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Atlas 3.6L V6 SE with Technology FWD,"$27,998",Excellent Price,Platinum Gray Metallic,Titan Black,36895,Gas,Automatic,"36L V-6 Gas V, 3.6L V-6 Gas V",FWD
2023,Volkswagen,Jetta SE Automatic,"$19,998",Excellent Price,Opal White Pearl,Titan Black,39086,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2024,Volkswagen,Tiguan SE R-Line Black FWD,"$29,846",Excellent Price,Opal White Pearl,Titan Black,15,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Tiguan SE FWD,"$25,077",Excellent Price,Platinum Gray Metallic,Titan Black,12496,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Jetta SE Automatic,"$20,998",Great Price,Opal White Pearl,Storm Gray,22191,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$33,295",Great Price,Pure White,Titan Black,18884,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$33,246",Great Price,Pure White,Titan Black,19284,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$34,479",Great Price,Deep Black Pearl,Titan Black,13328,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Tiguan SE FWD,"$25,998",Great Price,Platinum Gray Metallic,Titan Black,15408,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas Cross Sport SE with Technology 4MOTION,"$34,791",Excellent Price,Pure Gray,Titan Black,10263,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volkswagen,Golf GTI 2.0T SE DSG,"$31,989",Excellent Price,Mythos Black Metallic,Titan Black,472,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Tiguan SE 4MOTION,"$26,997",Excellent Price,Deep Black Pearl,Brown,4398,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volkswagen,Tiguan SE FWD,"$25,500",Fair Price,Pyrite Silver Metallic,Titan Black,21920,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Tiguan SE FWD,"$25,497",Great Price,Platinum Gray Metallic,Titan Black,9642,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Jetta SEL Automatic,"$23,750",Excellent Price,Unknown,Unknown,3490,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2024,Volkswagen,Jetta Sport Automatic,"$20,700",Great Price,Pure White,Titan Black,6256,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$34,497",Great Price,Deep Black Pearl,Titan Black,9123,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Jetta Sport Automatic,"$20,497",Great Price,Pure White,Titan Black,5798,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Atlas 3.6L V6 SEL Premium R-Line 4MOTION,"$37,800",Great Price,Opal White Pearl,Titan Black W/Quartz,34430,Gas,Automatic,"36L V-6 Gas V, 3.6L V-6 Gas V",AWD
2024,Volkswagen,Tiguan SE FWD,"$25,997",Great Price,Deep Black Pearl,Titan Black,11875,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Jetta SE Automatic,"$20,998",Great Price,Opal White Pearl,Titan Black,32703,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Tiguan SE R-Line Black FWD,"$27,150",Great Price,Opal White Pearl,Titan Black,13092,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Tiguan SE R-Line Black FWD,"$29,700",Great Price,Opal White Pearl,Titan Black,8048,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Jetta SE Automatic,"$19,600",Great Price,Unknown,Unknown,31378,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$33,420",Great Price,Deep Black Pearl,Titan Black,39701,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Tiguan SE FWD,"$20,420",Great Price,Atlantic Blue Metallic,Storm Gray,49981,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$32,320",Great Price,Pure White,Titan Black,46605,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Tiguan SE R-Line Black FWD,"$25,121",Great Price,Platinum Gray Metallic,Unknown,29833,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Jetta Sport Automatic,"$18,577",Great Price,Platinum Gray Metallic,Titan Black,18810,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2024,Volkswagen,Tiguan SE FWD,"$23,988",Great Price,Deep Black Pearl,Unknown,24427,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Jetta SE Automatic,"$21,208",Excellent Price,Opal White Pearl,Storm Gray,12,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2024,Volkswagen,Jetta SE Automatic,"$21,900",Great Price,Rising Blue Metallic,Titan Black,11112,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Jetta SE Automatic,"$20,998",Great Price,Opal White Pearl,Titan Black,32703,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Taos S FWD,"$19,680",Great Price,Platinum Gray Metallic,Gray/Black,32764,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Atlas 3.6L V6 SE with Technology 4MOTION,"$32,998",Great Price,Pure White,Gray,16565,Gas,Automatic,"36L V-6 Gas V, 3.6L V-6 Gas V",AWD
2024,Volkswagen,Taos S FWD,"$19,498",Great Price,Dusk Blue Metallic,Gray/Black,27661,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Tiguan S FWD,"$20,999",Excellent Price,Pure White,Titan Black,19485,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Taos SE FWD,"$23,997",Great Price,Pure Gray W/Deep Black Roof,Black,10342,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium R-Line 4MOTION,"$39,998",Fair Price,Deep Black Pearl,Dark Burgundy/Titan Black,14615,Gas,Automatic,"36L V-6 Gas V, 3.6L V-6 Gas V",AWD
2024,Volkswagen,Atlas SE with Technology FWD,"$33,997",Fair Price,Silver Mist Metallic,Titan Black,18501,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas Cross Sport SEL R-Line 4MOTION,"$39,588",Great Price,Deep Black Pearl,Crystal Gray/Titan Black,17665,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volkswagen,Atlas Cross Sport SEL Premium R-Line 4MOTION,"$42,588",Great Price,Kingfisher Blue Metallic,Chalk/Titan Black,11156,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volkswagen,Tiguan SE FWD,"$21,447",Excellent Price,Platinum Gray Metallic,Titan Black,25086,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$34,897",Excellent Price,Platinum Gray Metallic,Shetland Beige,5794,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Arteon SEL R-Line 4MOTION,"$27,500",Great Price,Moonstone Gray,Moonrock Gray/Black,40398,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volkswagen,Tiguan SE R-Line Black FWD,"$28,998",Great Price,Platinum Gray Metallic,Titan Black,9415,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SEL 4MOTION,"$39,998",Great Price,Silver Mist Metallic,French Roast/Black,14291,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volkswagen,Taos SEL 4MOTION,"$24,998",Great Price,Dusk Blue Metallic,French Roast/Black,41471,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",AWD
2023,Volkswagen,Tiguan S FWD,"$19,497",Excellent Price,Platinum Gray Metallic,Titan Black,28183,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$33,399",Fair Price,Platinum Gray Metallic,Titan Black,28188,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Atlas 3.6L V6 SE with Technology 4MOTION,"$29,998",Excellent Price,Deep Black Pearl,Titan Black,38156,Gas,Automatic,"36L V-6 Gas V, 3.6L V-6 Gas V",AWD
2024,Volkswagen,Atlas Cross Sport SE with Technology 4MOTION,"$33,920",Great Price,Deep Black Pearl,Titan Black,23082,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volkswagen,Atlas Cross Sport SE with Technology 4MOTION,"$33,420",Great Price,Silver Mist Metallic,Titan Black,32698,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volkswagen,Atlas SEL 4MOTION,"$39,998",Great Price,Silver Mist Metallic,French Roast/Black,14291,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volkswagen,Atlas SE with Technology FWD,"$33,920",Great Price,Silver Mist Metallic,Titan Black,22095,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Taos SEL 4MOTION,"$24,998",Great Price,Dusk Blue Metallic,French Roast/Black,41471,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",AWD
2023,Volkswagen,Tiguan S FWD,"$19,497",Excellent Price,Platinum Gray Metallic,Titan Black,28183,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$33,399",Fair Price,Platinum Gray Metallic,Titan Black,28188,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Atlas 3.6L V6 SE with Technology 4MOTION,"$29,998",Excellent Price,Deep Black Pearl,Titan Black,38156,Gas,Automatic,"36L V-6 Gas V, 3.6L V-6 Gas V",AWD
2024,Volkswagen,Atlas SE with Technology FWD,"$36,634",Fair Price,Pure White,Titan Black,16449,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Jetta SE Automatic,"$20,998",Fair Price,Pyrite Silver Metallic,Titan Black,40038,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Taos SE 4MOTION,"$24,998",Great Price,Pyrite Silver Metallic,Black,16773,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",AWD
2023,Volkswagen,Taos SE FWD,"$24,998",Fair Price,Pure Gray W/Black Roof,Black,8834,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$33,220",Fair Price,Deep Black Pearl,Titan Black,26066,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$34,920",Fair Price,Silver Mist Metallic,Titan Black,15925,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas Cross Sport SE FWD,"$32,562",Fair Price,Deep Black Pearl,Titan Black,5232,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$36,497",Fair Price,Platinum Gray Metallic,Titan Black,12299,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Atlas 3.6L V6 SE with Technology 4MOTION,"$30,998",Great Price,Pure White,Titan Black,34435,Gas,Automatic,"36L V-6 Gas V, 3.6L V-6 Gas V",AWD
2024,Volkswagen,Atlas Cross Sport SEL R-Line 4MOTION,"$41,990",Fair Price,Opal White Pearl,Crystal Gray/Titan Black,8390,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volkswagen,Tiguan S FWD,"$22,899",Fair Price,Pyrite Silver Metallic,Titan Black,16171,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Atlas 3.6L V6 SE with Technology FWD,"$30,903",Fair Price,Deep Black Pearl,Titan Black,28247,Gas,Automatic,"36L V-6 Gas V, 3.6L V-6 Gas V",FWD
2024,Volkswagen,Tiguan SE R-Line Black FWD,"$31,101",Fair Price,Platinum Gray Metallic,Titan Black,2251,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas SE with Technology FWD,"$33,319",Fair Price,Pure White,Titan Black,32026,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Jetta SE Automatic,"$23,998",Fair Price,Opal White Pearl,Titan Black,3615,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Jetta Sport Automatic,"$18,000",Fair Price,Rising Blue Metallic,Titan Black,43112,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Jetta S Automatic,"$18,987",Fair Price,Deep Black Pearl,Titan Black,13239,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Atlas 3.6L V6 SE with Technology FWD,"$31,655",Fair Price,Platinum Gray Metallic,Titan Black,19992,Gas,Automatic,"36L V-6 Gas V, 3.6L V-6 Gas V",FWD
2024,Volkswagen,Atlas Cross Sport SEL Premium R-Line 4MOTION,"$39,990",Great Price,Aurora Red Metallic,Ceramique/Titan Black,9124,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2024,Volkswagen,Tiguan SE R-Line Black FWD,"$30,997",Fair Price,Deep Black Pearl,Titan Black,4760,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2023,Volkswagen,Tiguan SE FWD,"$25,051",Fair Price,Deep Black Pearl,Titan Black,15090,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Jetta S Automatic,"$18,420",Fair Price,Deep Black Pearl,Titan Black,24136,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2024,Volkswagen,Jetta Sport Automatic,"$18,400",Excellent Price,Deep Black Pearl,Unknown,20524,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Atlas 2.0T SE 4MOTION,"$29,420",Fair Price,Pure White,Titan Black,22782,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
2023,Volkswagen,Jetta SE Automatic,"$21,998",Fair Price,Opal White Pearl,Titan Black,20802,Gas,Automatic,"15L Inline-4 Gas Inline, 1.5L Inline-4 Gas Inline",FWD
2023,Volkswagen,Atlas 3.6L V6 SE with Technology FWD,"$30,998",Great Price,Pure White,Titan Black,36424,Gas,Automatic,"36L V-6 Gas V, 3.6L V-6 Gas V",FWD
2023,Volkswagen,Tiguan S FWD,"$19,997",Great Price,Deep Black Pearl,Titan Black,14004,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",FWD
2024,Volkswagen,Atlas Peak Edition SEL 4MOTION,"$41,308",Fair Price,Avocado Green Pearl,Titan Black,25071,Gas,Automatic,"20L Inline-4 Gas Inline, 2.0L Inline-4 Gas Inline",AWD
